timestamp,open,high,low,close,volume
2022-03-15,50.7400,52.2000,50.5600,52.0800,2477438
2022-03-14,51.8600,52.5600,50.3800,50.7400,3406394
2022-03-11,52.0000,52.7300,51.5400,52.0100,2977486
2022-03-10,51.3100,52.2000,51.0300,51.9700,3590435
2022-03-09,51.4500,52.5550,51.1300,51.9800,4199789
2022-03-08,49.7500,51.5200,49.0500,50.2400,5920803
2022-03-07,51.4200,51.7400,48.9800,49.3300,4649796
2022-03-04,52.0800,52.4900,51.4000,51.9600,2984614
2022-03-03,53.3800,53.9500,52.4650,52.5900,4004247
2022-03-02,50.4700,53.8500,50.2700,53.6000,6072267
2022-03-01,50.0200,50.5400,49.6000,49.8800,5359817
2022-02-28,50.8100,52.0100,50.3100,50.9600,6844403
2022-02-25,50.7500,53.0500,49.1600,51.4600,14711058
2022-02-24,55.0900,55.9600,54.3700,55.8400,6516014
2022-02-23,57.6900,58.3800,56.5500,56.7800,3477439
2022-02-22,58.3500,59.0300,56.9100,57.1300,3270122
2022-02-18,59.2500,59.9100,58.7600,58.9000,3198015
2022-02-17,60.2200,60.3700,59.2400,59.2600,2716331
2022-02-16,59.3600,60.5350,59.3300,60.2900,3001694
2022-02-15,58.9000,60.4300,58.8600,59.8200,3401074
2022-02-14,59.2000,59.6500,58.2300,58.6000,2902541
2022-02-11,60.7500,61.3000,59.3500,59.5100,2449937
2022-02-10,60.4400,61.5400,60.1400,60.7200,3676756
2022-02-09,60.2900,61.0000,60.0550,60.7700,3346881
2022-02-08,59.1100,60.0300,58.6200,59.9500,2933488
2022-02-07,59.0800,59.6300,58.8400,58.9600,2132526
2022-02-04,59.0800,59.3100,58.2500,58.7400,1952084
2022-02-03,58.9100,60.1000,58.8400,59.2000,2814897
2022-02-02,58.9900,59.7100,58.6600,59.4000,3886692
2022-02-01,56.8800,58.6200,56.4900,58.5700,3395185
2022-01-31,56.2200,56.8100,55.9450,56.8100,3318993
2022-01-28,55.4500,56.3800,54.7101,56.2400,3920545
2022-01-27,55.8350,57.6000,55.0500,55.4500,4359743
2022-01-26,56.1900,56.7300,54.9500,55.3400,3126660
2022-01-25,54.8500,56.0300,53.6000,55.4400,4421920
2022-01-24,54.7800,55.5900,53.4300,55.4200,5523740
2022-01-21,57.2300,57.2500,55.2600,55.5700,4212116
2022-01-20,58.2300,59.0450,57.3450,57.4000,2893882
2022-01-19,60.0000,60.4600,57.9300,57.9600,3956465
2022-01-18,60.2800,60.8100,59.4000,59.4800,5053007
2022-01-14,59.9800,60.7700,59.6400,60.5300,5790625
2022-01-13,60.5000,60.7300,59.8700,60.1700,4133003
2022-01-12,60.4500,60.5101,59.1200,59.9500,3098059
2022-01-11,60.0000,60.6773,59.7300,60.2500,7036576
2022-01-10,59.1650,60.0100,58.6100,59.8800,10511618
2022-01-07,58.1000,58.4700,57.3200,57.9900,3516191
2022-01-06,57.9800,58.7000,57.5800,58.0400,3751287
2022-01-05,58.3700,59.5000,57.8650,57.9800,6049085
2022-01-04,57.2500,59.0000,57.2500,58.4900,5745654
2022-01-03,56.1600,57.0950,56.1500,56.9800,2906777
2021-12-31,56.4300,56.6800,56.1550,56.1700,1094103
2021-12-30,57.0100,57.1200,56.4600,56.5100,1581322
2021-12-29,57.0100,57.8000,56.9900,57.0500,2207832
2021-12-28,56.5500,57.3400,56.5500,56.9500,2353781
2021-12-27,56.0500,56.7750,56.0500,56.6000,2009408
2021-12-23,55.6000,56.2450,55.4300,55.8800,2885881
2021-12-22,55.3200,55.7500,54.8400,55.3700,3787359
2021-12-21,54.3200,55.4800,53.9400,55.4500,3567227
2021-12-20,54.0100,54.1700,53.0800,53.6000,3697458
2021-12-17,54.9200,55.0300,54.0600,54.6500,5388979
2021-12-16,56.2500,56.4370,54.9500,54.9900,2863343
2021-12-15,55.0400,56.0700,54.4500,56.0400,3518136
2021-12-14,54.6900,55.1600,54.2600,54.6300,4771540
2021-12-13,57.1500,57.4900,55.6600,55.7200,3542392
2021-12-10,57.6600,58.0700,57.1100,57.6000,3037394
2021-12-09,58.3500,58.5800,57.5900,57.6500,4444983
2021-12-08,59.0000,59.0000,57.9200,58.4000,3505897
2021-12-07,59.2500,59.4900,58.2000,58.9100,4197531
2021-12-06,58.7500,59.3000,58.1400,58.7500,5165047
2021-12-03,57.5000,58.6400,57.4300,58.4800,8107211
2021-12-02,55.5000,57.2700,55.5000,57.1500,6671083
2021-12-01,56.9900,57.2500,55.5750,55.7000,6302142
2021-11-30,57.5300,57.8500,55.7200,56.4700,9760586
2021-11-29,57.0500,57.8700,56.4572,57.5700,5353615
2021-11-26,56.5000,57.7300,55.9900,56.1800,3858621
2021-11-24,55.3500,58.0000,54.8000,57.3000,13025075
2021-11-23,54.9700,55.2200,54.2010,54.6700,4646692
2021-11-22,55.3300,55.6800,54.3150,55.1300,6229593
2021-11-19,55.8600,56.0000,54.9650,55.0200,3830493
2021-11-18,55.9100,56.6800,55.5400,55.9000,5020282
2021-11-17,56.9000,57.2000,55.9501,56.0000,3566577
2021-11-16,56.7500,57.1200,56.5100,56.7000,6305691
2021-11-15,56.4700,57.5400,56.2800,56.7000,7123936
2021-11-12,56.3600,56.5800,55.8350,56.0000,3668870
2021-11-11,56.7300,57.1750,55.9800,56.1900,3695308
2021-11-10,55.9500,57.1800,55.9150,56.6200,5205307
2021-11-09,55.4500,56.2800,55.0100,56.0800,3881099
2021-11-08,56.3700,56.7200,55.2700,55.5300,4450598
2021-11-05,54.8100,56.4300,54.5900,56.3600,7625102
2021-11-04,55.0200,55.4500,53.7600,54.5700,5980590
2021-11-03,55.0100,55.3400,54.2700,55.2000,9923048
2021-11-02,56.6600,57.3400,53.0100,54.6100,18230159
2021-11-01,109.3500,111.5700,109.3500,111.5100,3076943
2021-10-29,109.2200,111.8500,109.2200,109.9900,4517752
2021-10-28,109.7600,110.4300,108.7900,110.0800,3317387
2021-10-27,109.7900,110.2000,107.9200,108.3900,3601162
2021-10-26,112.6200,112.8500,110.1400,110.2100,2969462
2021-10-25,114.8000,115.0000,112.2000,112.2900,6784547
2021-10-22,112.8400,114.7700,112.6500,114.5400,2661588
2021-10-21,111.5000,113.5000,111.0700,112.9800,3715046
