timestamp,open,high,low,close,volume
2022-03-15,32.5000,32.7500,32.3910,32.4500,15996
2022-03-14,32.5000,33.0000,32.4100,32.5000,24196
2022-03-11,32.4000,32.5000,31.6723,32.4600,11463
2022-03-10,32.8000,32.8000,32.1601,32.4500,8404
2022-03-09,32.9300,32.9300,32.4550,32.6900,3621
2022-03-08,32.3600,32.7800,32.1300,32.2500,20442
2022-03-07,32.6550,32.9900,32.3100,32.3600,17781
2022-03-04,32.3100,32.7800,32.3100,32.7200,12331
2022-03-03,32.7600,32.7600,31.7100,32.5000,11009
2022-03-02,32.7000,33.0300,32.6900,32.9700,5369
2022-03-01,32.6600,32.7500,32.3400,32.3400,7454
2022-02-28,33.0500,33.2700,33.0500,33.1900,7671
2022-02-25,33.5000,33.5000,33.2300,33.2800,31799
2022-02-24,32.8100,33.4500,32.6150,33.4500,9326
2022-02-23,33.2300,33.4400,33.2100,33.2100,7305
2022-02-22,33.4000,33.4500,33.0000,33.1800,10816
2022-02-18,32.8400,33.2984,32.4950,33.2000,15904
2022-02-17,32.7500,33.0950,32.5850,32.5850,7160
2022-02-16,32.7300,33.0000,32.7300,33.0000,2512
2022-02-15,32.9700,33.5000,32.8200,32.9000,11506
2022-02-14,32.6100,33.1100,32.6100,32.8000,4448
2022-02-11,33.0100,33.4200,32.8200,33.2000,7326
2022-02-10,32.9600,33.2500,32.6800,33.2500,7012
2022-02-09,32.5268,33.4200,32.5268,33.0800,9327
2022-02-08,33.2500,33.3000,32.9710,33.2800,9887
2022-02-07,32.4000,33.0500,31.5201,32.8000,10547
2022-02-04,32.4800,33.0000,32.4800,32.7200,12324
2022-02-03,32.0600,32.8550,31.5719,32.6200,17877
2022-02-02,31.8700,32.7900,31.3250,32.3500,26067
2022-02-01,31.8500,32.4850,31.8500,32.1000,9647
2022-01-31,32.9999,32.9999,32.2100,32.7000,6275
2022-01-28,31.2500,32.4800,31.2500,32.3200,5258
2022-01-27,33.1000,33.3030,32.2200,33.0000,12453
2022-01-26,32.5500,33.5700,32.3900,33.1600,14843
2022-01-25,32.1100,32.5200,31.7400,32.2000,27479
2022-01-24,31.8400,32.4580,30.9350,32.0300,18516
2022-01-21,33.2700,33.2700,31.3364,32.4700,21851
2022-01-20,33.3000,33.7350,33.1370,33.3000,16951
2022-01-19,32.8400,34.2000,32.5300,33.2500,20684
2022-01-18,33.3000,33.3100,31.5600,32.9500,15260
2022-01-14,33.1200,33.9200,33.1200,33.2200,6911
2022-01-13,33.1300,33.3000,32.9600,33.0500,7400
2022-01-12,33.0000,33.8961,32.7900,33.2000,22486
2022-01-11,32.0000,33.0000,31.9900,32.8050,16597
2022-01-10,31.9500,32.0000,31.1000,32.0000,5508
2022-01-07,30.9200,32.0000,30.8000,32.0000,10652
2022-01-06,31.3900,31.4550,30.6400,31.0000,8101
2022-01-05,30.8015,31.3300,30.8015,31.0000,5334
2022-01-04,30.7500,31.4200,30.5200,31.2000,9285
2022-01-03,29.8500,31.0000,29.8500,30.9000,5828
2021-12-31,29.9000,30.5000,29.7100,30.3600,6078
2021-12-30,29.7750,30.2300,29.7500,30.0000,3480
2021-12-29,29.7800,30.2405,29.5000,29.9900,9136
2021-12-28,29.4700,29.9200,29.1400,29.7800,22226
2021-12-27,29.9300,30.2500,29.2800,29.6300,14670
2021-12-23,29.8600,30.5000,29.5500,30.1900,7503
2021-12-22,29.0300,30.5000,29.0300,29.8400,23109
2021-12-21,29.1500,29.3700,29.0300,29.3700,16092
2021-12-20,29.5900,29.5900,29.0400,29.3600,8071
2021-12-17,29.5300,29.5300,29.3100,29.3100,7422
2021-12-16,30.4800,30.5000,29.5371,29.9000,7067
2021-12-15,29.9250,30.0950,29.5800,30.0000,3839
2021-12-14,29.3800,30.2700,29.3800,30.2700,1640
2021-12-13,30.0500,30.5000,29.3500,30.2900,31859
2021-12-10,30.0000,30.3900,30.0000,30.3900,2713
2021-12-09,29.4300,30.1700,29.1400,30.0600,16964
2021-12-08,30.2000,30.2000,29.0101,30.0050,12331
2021-12-07,29.6000,30.3200,29.6000,29.7600,4615
2021-12-06,28.7501,29.9800,28.7501,29.6000,6557
2021-12-03,29.8930,29.9700,28.8300,29.4900,8217
2021-12-02,29.4600,29.7607,29.2900,29.5000,6276
2021-12-01,30.4000,30.6050,29.8500,29.9800,6163
2021-11-30,30.6300,30.6500,29.3593,29.9800,9432
2021-11-29,30.8500,31.7504,30.0201,31.1900,6452
2021-11-26,31.1400,31.1400,30.9000,30.9000,733
2021-11-24,31.7887,31.8304,31.1300,31.6600,1403
2021-11-23,31.9500,31.9900,30.9400,31.6700,6397
2021-11-22,31.4600,31.7050,31.4200,31.4600,9156
2021-11-19,31.0600,31.5800,30.7129,31.3400,6150
2021-11-18,30.2437,31.4800,30.2437,31.4800,7184
2021-11-17,31.7000,31.7600,30.9650,31.2400,7950
2021-11-16,31.5000,32.0000,30.8000,31.8200,21757
2021-11-15,31.3800,31.9993,30.4633,31.2900,2445
